id,authorId,content,contentVector,createdAt,moderationReason,status,updatedAt,_CategoryToPost,Attachment,Comment,Like
f100ddcc-9205-4d66-a4df-41e4ea23d48d,99b31143-ccb7-4122-a183-d27b9191a3e4,Sleeping HARD #kitten #9gag,,2026-03-15T00:13:17.293Z,,PUBLISHED,2026-03-30T00:13:17.293Z,,,,
f101cd80-e4ce-444e-8509-ecaf4b7136ad,65e6c099-cd94-4bd7-865a-0a51dc5156fa,"For Zazie Beetz, style has never been about getting it right.

“There are many things I stress about in life, but when I get dressed, I just feel so free.”

🔗 Read her FASHION cover story: https://bit.ly/4sTaAtB",,2026-03-28T00:12:20.723Z,,PUBLISHED,2026-03-30T00:12:20.723Z,,,,
f1462fcb-db24-4a78-bf68-59a61b28a820,a6f43c21-de9d-4c11-b41d-c22d63b8579f,"Quốc hội sắp bầu Chủ tịch nước, Thủ tướng Chính phủ, Chủ tịch Quốc hội
Sáng 26/3, tại Nhà Quốc hội, Chủ tịch Quốc hội Trần Thanh Mẫn chủ trì cuộc họp về công tác chuẩn bị cho Kỳ họp thứ Nhất, Quốc hội khoá XVI.
Tại cuộc họp, Chủ tịch Quốc hội nêu rõ, Kỳ họp thứ nhất, Quốc hội khóa XVI có ý nghĩa đặc biệt quan trọng, tiếp nối sau thành công của Đại hội Đảng toàn quốc lần thứ XIV; cuộc bầu cử đại biểu Quốc hội khóa XVI và Hội đồng nhân dân các cấp nhiệm kỳ 2026-2031; thành công của Hội nghị Trung ương II, khoá XIV.
Kỳ họp lần này sẽ xem xét kiện toàn nhân sự các chức danh của Nhà nước, gồm: Chủ tịch nước, Thủ tướng Chính phủ, Chủ tịch Quốc hội, các Phó Chủ tịch Quốc hội, các Phó Thủ tướng, các thành viên của Chính phủ, các Ủy viên Ủy ban Thường vụ Quốc hội, Hội đồng Dân tộc, các Ủy ban của Quốc hội.
Chủ tịch Quốc hội cho biết, ở địa phương, các tỉnh, thành phố đang tích cực chuẩn bị tổ chức kỳ họp thứ nhất của Hội đồng nhân dân cấp tỉnh, phấn đấu hoàn thành trước ngày 31/3/2026. Một số địa phương sẽ tổ chức sau kỳ họp thứ Nhất của Quốc hội do còn liên quan đến công tác nhân sự gắn với Trung ương.
Hội đồng bầu cử quốc gia đã công bố danh sách 500 người trúng cử đại biểu Quốc hội. Dự kiến đến ngày 27/3, Hội đồng Bầu cử quốc gia sẽ chính thức thông qua Nghị quyết xác nhận tư cách đại biểu Quốc hội khoá XVI của 500 người trúng cử.
Chủ tịch Quốc hội nêu rõ, sau bầu cử, các cơ quan Trung ương và địa phương đã tiến hành rà soát toàn bộ đơn thư liên quan, bảo đảm đúng quy định trước khi công bố kết quả chính thức. Đến nay, công tác phối hợp giữa các cơ quan liên quan đã cơ bản hoàn thành, đủ điều kiện để xác nhận tư cách của 500 đại biểu Quốc hội.
Văn phòng Quốc hội và Ủy ban Công tác đại biểu đang tiếp tục hoàn tất các thủ tục cần thiết, bảo đảm tiến độ chung của kỳ họp.
Cùng với đó, Chủ tịch Quốc hội hoan nghênh Ủy ban Công tác đại biểu đã phối hợp tổ chức tập huấn cho các đại biểu mới trúng cử lần đầu. Đây là hoạt động có ý nghĩa thiết thực, không chỉ với đại biểu lần đầu tham gia mà cả các đại biểu tái cử.",,2026-03-24T00:15:44.196Z,,PUBLISHED,2026-03-30T00:15:44.196Z,,,,
f1619c5b-680e-4764-a71e-25a354cbfc28,da5067ec-f3ee-4cc9-8111-31d5f71e5ac9,"‼ NÓNG: GIÁ XĂNG CHÍNH THỨC GIẢM MẠNH NGAY TRONG ĐÊM!

Kể từ 00:00h hôm nay 27/3/2026. Giá xăng dầu đồng loạt giảm mạnh 👏

✅ Cơ quan điều hành quyết định giảm 4.750 đồng/lít với xăng E5 RON 92 và giảm 5.620 đồng/lít với xăng RON 95. Sau điều chỉnh, giá bán lẻ với xăng E5 RON 92 là 23.320 đồng/lít và xăng RON 95 là 24.330 đồng/lít.

✅ Dầu diesel giảm 2.450 đồng/lít còn 35.440 đồng/lít, dầu hỏa giảm 970 đồng/lít còn 35.380 đồng/lít; dầu mazut tăng 1.500 đồng/lít lên 21.740 đồng/kg.).",,2026-03-12T00:16:58.197Z,,PUBLISHED,2026-03-30T00:16:58.197Z,,,,
f18fb954-9880-4788-bf44-98fd6e1c2c4a,da5067ec-f3ee-4cc9-8111-31d5f71e5ac9,"37 tuổi và Lewandowski vẫn gồng gánh Ba Lan nuôi hy vọng dự World Cup 🇵🇱🥶

✅ Ba Lan chính thức đặt chân vào trận chung kết Play-offs và sẽ đối đầu với Thụy Điển để giành lấy tấm vé dự VCK World Cup 2026 💪",,2026-03-06T00:16:58.197Z,,PUBLISHED,2026-03-30T00:16:58.197Z,,,,
f1bb8370-3f18-4cb5-8517-d95fdcf5cb55,65c3ee41-578f-48ba-8572-70f3993e3105,"Chimpanzees might be getting a little buzz from their fruit.

A new study found chemical evidence that wild chimps regularly consume alcohol by eating fermented fruit. Researchers detected traces in their urine, suggesting it’s a common part of their diet.

Scientists say the behavior could offer clues about why humans are drawn to alcohol in the first place.",,2026-03-22T00:10:58.272Z,,PUBLISHED,2026-03-30T00:10:58.272Z,,,,
f1f08c12-a7a4-47f2-be20-5f63fea5c19e,842d30e6-e5f4-4f6a-9040-89e907f16091,"💗 Chọn làm mẹ, làm nữ bác tài hay làm nữ tướng nơi công sở, mỗi lựa chọn đều mạnh mẽ và xứng đáng được trân trọng.

Nhân tháng Phụ nữ, Corbiere tự hào đồng hành cùng mẹ, giúp xương chắc khỏe để tự tin với mọi lựa chọn trên mọi cột mốc cuộc đời 🧡

Như Liêu Hà Trinh từng chia sẻ: Dù tỏa sáng hay âm thầm chăm sóc gia đình, hành trình nào cũng cần một hệ xương chắc khỏe làm điểm tựa để bước xa hơn.

#Corbiere #ChoXuongChacKhoe #ChonDeChacKhoe #TronVenLuaChonManhMe",,2026-03-17T00:14:30.240Z,,PUBLISHED,2026-03-30T00:14:30.240Z,,,,
f2096c0f-9dd4-4861-859c-7110a7bd7c94,160b6d37-539a-4c4c-8d0f-60674c5e1575,"Charlie Puth and his wife Brooke Sansone have officially become parents.

The couple announced the arrival of their son, Jude, in a joint Instagram post, revealing he was born on March 13.

“Hey Jude,” they wrote alongside a series of sweet photos, including one of the newborn in his cot and another of Charlie holding his baby boy.

One touching image also showed Jude’s tiny hand next to a gold “J” pendant.

The post quickly filled with congratulations from friends and fans, with celebrities including Paris Hilton and Sofia Richie Grainge sharing their well wishes.

Charlie first revealed Brooke’s pregnancy in the music video for his song Changes last October. The pair, who began dating in 2022, tied the knot in September 2024.

The singer is also preparing for a big week professionally, with his fourth studio album Whatever’s Clever! set to be released soon.",,2026-03-12T00:14:30.443Z,,PUBLISHED,2026-03-30T00:14:30.443Z,,,,
f219153f-871a-49e3-883f-dc313cf9afe9,30136847-6d1f-422e-8305-905be06557ab,"👮📝 Khai thác quặng titan trái phép, Chủ tịch Tập đoàn Hưng Thịnh và đồng phạm bị truy tố

---
28 bị can trong vụ án xảy ra tại Công ty Cổ phần Tập đoàn Khoáng sản Đầu tư Hưng Thịnh và một số đơn vị liên quan bị Vụ 3, Viện Kiểm sát nhân dân tối cao tối cao truy tố vì""Vi phạm quy định về nghiên cứu, thăm dò khai thác tài nguyên"" và một số tội danh khác.",,2026-03-08T00:14:48.858Z,,PUBLISHED,2026-03-30T00:14:48.858Z,,,,
f22197df-d073-4199-8de7-da0086788052,ec1e627a-5418-4713-920d-29496f252009,"When the Wildebeest Didn’t Run After the Rescue, They Knew He Needed More Help ❤️",,2026-03-28T00:11:14.426Z,,PUBLISHED,2026-03-30T00:11:14.426Z,,,,
f22dd5d7-0029-40e7-b989-7ae38692f584,2b9222fa-bd4b-4cfe-a301-f8e31cde883a,"U50 có thể đẹp đến mức này sao?!

#GhienAmNhac #music #Vpop #showbiz #Min #Threads",,2026-03-07T00:14:11.811Z,,PUBLISHED,2026-03-30T00:14:11.811Z,,,,
f251efd0-02a2-4263-8bdc-63ec109e9507,5a3c02df-6c93-4aae-b63e-f598c32df599,"""The Forsyte family is the lens through which we observe the state of the nation.”",,2026-03-28T00:11:49.084Z,,PUBLISHED,2026-03-30T00:11:49.084Z,,,,
f2b91fdc-954f-4486-b06c-92fe53b85d47,0e3444b0-651e-4117-b47b-817069dec9e7,"This year’s #FIFASeries is officially underway! 🙌

Swipe to see some of the best pictures from day one  📸 👉",,2026-03-03T00:16:38.128Z,,PUBLISHED,2026-03-30T00:16:38.128Z,,,,
f2c592ba-3b4a-4207-9d7a-13f22093dd31,5a3c02df-6c93-4aae-b63e-f598c32df599,"""I'm suing everybody,"" Marianne Nestor told Business Insider, when told Tuesday night of the closing. https://bit.ly/4be2LbW",,2026-03-28T00:11:49.084Z,,PUBLISHED,2026-03-30T00:11:49.084Z,,,,
f2dcdb6e-8f3c-4040-9dfe-997395123f44,99b31143-ccb7-4122-a183-d27b9191a3e4,The core team that made the first film a smash hit is reuniting for this follow-up.,,2026-03-18T00:13:17.293Z,,PUBLISHED,2026-03-30T00:13:17.293Z,,,,
f2e6576b-2eca-4912-a751-f3d1d86a438d,e80c9d9f-94e9-46db-85a6-1a3fd705818b,"Sau thành tích 0-7 tại Giai Đoạn 1, DFM nâng cấp đội hình thi đấu LCP với hai gương mặt mới:
⭐️ Woody (SUP) - cựu tuyển thủ PSG 
⭐️ Fisher (MID) - cựu tuyển thủ EDG, NS, BRO

Ở phía ngược lại, Đường Giữa Keine rời đội & Hỗ Trợ Gaeng đã tuyển bố giải nghệ.

Không còn là Anh Chí nữa, GAM MVK TSW cẩn thận nhé 🥹",,2026-03-06T00:13:17.514Z,,PUBLISHED,2026-03-30T00:13:17.514Z,,,,
f2f5c1d7-b79b-4fd5-abb5-eef8884316e4,2511bcf1-0466-4d80-b869-d52e723331aa,Messi vs everyone 👀,,2026-03-10T00:16:37.930Z,,PUBLISHED,2026-03-30T00:16:37.930Z,,,,
f324c5cb-0780-4c38-987a-878f7937037f,d7497b01-a9a0-4cd7-8999-666a8ca37779,Bộ GD&ĐT khen thưởng đột xuất nam sinh Bách khoa dũng cảm cứu người trong vụ cháy ở Lĩnh Nam,,2026-03-03T00:12:04.667Z,,PUBLISHED,2026-03-30T00:12:04.667Z,,,,
f33e35be-1a0e-4350-ad2e-e07a8c8f7416,fd5b4d2b-1788-4bac-a8c6-2d738376737c,"Moviefone speaks exclusively with #SamaraWeaving, #KathrynNewton, #SarahMichelle Gellar, and #ElijahWood, as well as directors Matt Bettinelli-Olpin and Tyler Gillett about their work on 'Ready or Not 2: Here I Come', expanding the mythology from the original, the new cast members and new characters, and what fans of the first movie can expect from the sequel. #ReadyOrNot2  🎬 https://movief.one/ready-or-not-here-i-come",,2026-03-15T00:13:50.911Z,,PUBLISHED,2026-03-30T00:13:50.911Z,,,,
f353951a-4af6-4091-9b85-32f1a20b46da,a6f43c21-de9d-4c11-b41d-c22d63b8579f,"CỘNG ĐỒNG QUỐC TẾ CHAO ĐẢO TRƯỚC ""CƠN CUỒNG PHONG"" DI TRÚ MỸ

Tại quốc gia có hơn 45 triệu người nhập cư, từ cộng đồng Latinh, Hàn Quốc đến Ấn Độ, cơn bão chính sách ""Make America Safe Again"" đang khiến cả thế giới nín thở. 

Con số 34 người Việt bị trục xuất về nước cuối tháng 3/2026 thực chất chỉ là phần nổi của tảng băng chìm đầy khốc liệt. Nếu cả nhiệm kỳ TT Biden chỉ có 87 người bị đẩy về thì riêng năm 2025, con số đã vọt lên 930 người  gấp hơn 10 lần chỉ sau một năm chính quyền TT Trump thực thi làn sóng siết chặt di trú.

Điều đáng chú ý là cộng đồng người Việt, vốn có lịch sử tị nạn đặc biệt và từng được bảo trợ bởi các chính sách nhân đạo suốt nhiều thập kỷ, đang chứng kiến những ""vùng xanh pháp lý"" mà họ từng dựa vào bị xóa nhòa một cách nhanh chóng. Từ nguy cơ đóng cửa của đài VieTV tại Houston đến việc ICE bị cáo buộc dùng trẻ em làm mồi nhử bắt cha mẹ tại Minnesota, cơn bão này phá vỡ mọi ranh giới an toàn, tác động đồng đều lên tất cả các nhóm cư trú:

📍 Nhóm định cư trước năm 1995: Bỗng chốc mất lá chắn từ Hiệp định 2008, đối mặt chính sách hồi tố án tích tàn nhẫn khi những lỗi lầm cũ bị đào xới làm cớ trục xuất.

📍 Nhóm sau năm 1995 và người giữ Thẻ xanh: Sống trong sự mong manh, nơi một vi phạm hành chính nhỏ cũng có thể kích hoạt trục xuất nhanh và hủy bỏ quyền bảo lãnh thân nhân.

📍 Du học sinh và lao động diện EB: Không đứng ngoài vòng xoáy khi lòng nhân đạo vì lý do con nhỏ hay bệnh tật bị triệt tiêu để ưu tiên tốc độ xử lý hồ sơ.

Nỗi lo này không hề cảm tính. Trong 2,4 triệu người gốc Việt tại Mỹ, có đến hơn một nửa là người nhập cư chưa có quốc tịch. Nhóm này chiếm tỷ lệ áp đảo trong cộng đồng gốc Á (54%) và là đối tượng trực diện của các sắc lệnh mới. 

Là cộng đồng gốc Á lớn thứ 4 tại Mỹ sau Trung Quốc, Ấn Độ và Philippines, sự chao đảo của người Việt chính là tấm gương phản chiếu sự bất định mà hàng chục triệu di dân khác đang đối mặt.

Thẻ xanh giờ đây không còn là bùa hộ mệnh, và quá khứ không còn là nơi trú ẩn an toàn trước một hệ thống đang ưu tiên thanh lọc hơn là nhân đạo.

#ccnnews #chinhtrivietnam #tinnoichinh #luatditrumy",,2026-03-24T00:15:44.195Z,,PUBLISHED,2026-03-30T00:15:44.195Z,,,,
f35a03ac-3135-42ac-85e3-efb1014fbd4e,cd18b325-af17-4a51-899b-d917f57eb898,A newly unearthed interview from 2013 casts doubt on the Green Party leader's claim to have apologised.,,2026-03-02T00:15:26.314Z,,PUBLISHED,2026-03-30T00:15:26.314Z,,,,
f37e08f0-47cb-4f99-950b-911ee01dc79e,0eaf3dab-44d0-4bc9-a5ad-7ef101236200,Thân tặng 🤓,,2026-03-12T00:16:04.886Z,,PUBLISHED,2026-03-30T00:16:04.886Z,,,,
f3834e8f-c9c1-4bfb-833b-7d732222a892,4bc7eff0-091a-45f8-84ca-72276cc4fc1e,"Ngôi nhà 2 tầng này nằm ở tỉnh Huaral thuộc Peru được trang bị đầy đủ tiện nghi, đang chờ xét duyệt kỷ lục Guinness ở hạng mục ""Nhà mỏng nhất thế giới"". 

Dù thoạt nhìn giống một tác phẩm nghệ thuật ngoài trời, ngôi nhà hẹp khiêm tốn vẫn được trang bị hầu hết tiện ích của một căn hộ hiện đại như phòng tắm, bếp, phòng ăn, hành lang, phòng ngủ, phòng làm việc, khu giặt là. Đáng chú ý, toàn bộ các không gian này đều được bố trí trong chiều rộng chỉ 63cm.

Chủ nhà, anh Fabio Moreno đã nộp hồ sơ tới Tổ chức Kỷ lục Guinness Thế giới để đăng ký danh hiệu “Ngôi nhà mỏng nhất thế giới”.

Quá trình xét duyệt có thể mất thêm thời gian do cần tiến hành đo đạc chính thức và thẩm định kỹ thuật. Dù vậy, anh Moreno vẫn bày tỏ sự tự tin vào khả năng xác lập kỷ lục của công trình độc đáo này.

Nếu nhận được danh hiệu kỷ lục thế giới, ngôi nhà hẹp nhất hứa hẹn trở thành điểm đến của khách tham quan. Đây sẽ không chỉ là niềm tự hào của người dân Peru, là minh chứng sống động cho sức sáng tạo không giới hạn của con người.",,2026-03-05T00:15:25.605Z,,PUBLISHED,2026-03-30T00:15:25.605Z,,,,
f3961817-73c1-421a-95dd-eabc36d66de4,160b6d37-539a-4c4c-8d0f-60674c5e1575,"The long-rumoured Spice Girls reunion tour has officially been shelved, with Mel B confirming the disappointing news.

The singer revealed that plans for a 2026 world tour—marking 30 years since Wannabe—have fallen through despite months of discussions between all five members.

Speaking candidly, Mel B admitted she was eager to make it happen, saying: “In a perfect world, we’d already be on tour right now.”

She explained she’s always been the one pushing for a comeback, adding: “I would love to tour and make music, but it isn’t happening.”

Talks had reportedly been ongoing between Mel B, Mel C, Emma Bunton, Geri Horner and Victoria Beckham, but the group couldn’t agree on key details.

The setback highlights how difficult it is to reunite the iconic group, with each member now juggling their own careers and commitments decades after their rise to fame.

While the reunion may be off for now, Mel B made it clear the desire is still there—even if the timing isn’t.",,2026-03-21T00:14:30.443Z,,PUBLISHED,2026-03-30T00:14:30.443Z,,,,
f3a81f4c-bcdb-45aa-9664-fb80fbbfb19b,a6f43c21-de9d-4c11-b41d-c22d63b8579f,"Hình ảnh 2 ""người hùng"" xua tan bớt những u ám, âu lo khi chiến sự Trung Đông vẫn kéo dài. 

Bất chấp khói lửa lan nhanh, hiểm nguy cận kề, gần 10 phút, 2 thanh niên vẫn lăn xả lao lên mái nhà dùng búa tạ đập mái tôn cứu 7 người qua cơn hỏa họa ở Hoàng Mai, Hà Nội! 

#ccnnews #chinhtrivietnam #tinnoichinh #cuunguoi #hoahoanohanoi",,2026-03-16T00:15:44.195Z,,PUBLISHED,2026-03-30T00:15:44.195Z,,,,
f3c5d936-b1ff-4d4e-a618-bf4658d16717,2be0df6d-8cc8-47c0-8130-21581a18ab30,(No text content),,2026-03-27T00:13:00.830Z,,PUBLISHED,2026-03-30T00:13:00.830Z,,,,
f3f14ccc-099b-450d-8448-2d70cd65252d,65c3ee41-578f-48ba-8572-70f3993e3105,"Can animals imagine things that aren’t really there?

In a new study, researchers tested a language-trained bonobo using simple “pretend” scenarios — like pouring imaginary juice. The ape was often able to track which objects were part of the make-believe setup and which were real.

Scientists say the results could offer a glimpse into how imagination may exist beyond humans.",,2026-03-25T00:10:58.272Z,,PUBLISHED,2026-03-30T00:10:58.272Z,,,,
f4067d64-4a38-44e5-9063-a0c8e7ae82b2,d7497b01-a9a0-4cd7-8999-666a8ca37779,Bán vàng để gửi tiết kiệm vì lãi suất tăng mạnh,,2026-03-23T00:12:04.667Z,,PUBLISHED,2026-03-30T00:12:04.667Z,,,,
f416ebd7-aa75-4c6f-ad06-c95f4ecb3025,f9bb992c-f613-4e52-8d15-905f35113610,"🔥 +1 LÝ DO ĐI HỌC MỖI NGÀY

Vì Jollibee đã mời hẳn dàn lineup vừa xịn vừa chất đến sân trường của các bạn học rùi đâyyyy

Cùng hóng xem Chú Ong Đỏ sẽ mang những điều bất ngờ nào đến những ngôi trường nào trên hành trình săn kho báu niềm vui - The Jolly School-Yah! sắp tới nha.

#JollibeeVietnam #MoRaNiemVui",,2026-03-24T00:14:11.606Z,,PUBLISHED,2026-03-30T00:14:11.606Z,,,,
f43a87b7-e3a3-49b0-b574-8879e8aa8f4e,30136847-6d1f-422e-8305-905be06557ab,(No text content),,2026-03-27T00:14:48.859Z,,PUBLISHED,2026-03-30T00:14:48.859Z,,,,
f45d79ae-d988-4132-95a4-166750803023,56257f1b-41d6-4f2e-9ef2-9195f5117a85,"3 Days to Go

From the gods to the Agents: the power of the seasons arrives in just three days. ❄️🍂☀️🌸

Anime Title: 《Agents of the Four Seasons: Dance of Spring》
📅Starts on March 29, every Sunday at 00:30(GMT+8)
—————————————————
""Let Spring bloom, for everyone across this land.""

The Agents of the Four Seasons travel the land, turning the cycle of spring, summer, autumn, and winter with powers granted to them by the gods.

It is their tireless devotion that sustains the turning of the seasons, something most people take for granted.

But after the Agent of Spring, Hinagiku Kayo, is abducted by a terrorist organization and goes missing, spring vanishes from the land of Yamato.

""Please, Hinagiku-sama. Please come back. Do not leave me alone.""

Sakura Himedaka, the Spring Guard, devotes her entire life to searching for her missing master.

Meanwhile, the Agent of Winter, Rosei Kantsubaki, and his guard, Itecho Kangetsu, carry the guilt of failing to protect their precious friend.

Then, after ten long years, Hinagiku suddenly returns, and time begins to move once more.

Carrying their many unspoken feelings, Hinagiku and Sakura set out to deliver spring again.

""We will live. The two of us, together.""
—To live alongside the girl who swore she would never let go.

""Those two were in a small, tender love.""
—To reunite with a first love torn apart.

""To all who would harm us, hear this.""
—To reclaim the everyday life stolen by cruel injustice.

Hinagiku and Sakura journey on.

For those who need Spring.
For those standing at the edge of sorrow.
For those who still wish to live, no matter how many times they are wounded.

""I will protect you. And you, in turn, will give me spring. So it will be all right. Let us go together.""
—————————————————
(More information will be updated soon. Stay tuned!)",,2026-03-27T00:11:30.413Z,,PUBLISHED,2026-03-30T00:11:30.413Z,,,,
f48ab5cc-cd70-4ca0-a556-a6cb2f2bec83,a6022d31-7bf8-43d3-a8c6-6470fecff46f,"💛 Cuối tuần này bạn có hẹn với ai chưa?
Đưa mẹ đến CGV xem phim MIỄN PHÍ nhé!! 

Từ 27/03 đến 19/04/2026
Khi mua 1 vé phim ĐẾM NGÀY XA MẸ, CGV gửi tặng 01 VÉ MIỄN PHÍ* cho mẹ

Áp dụng khi mua vé trực tiếp tại rạp CGV trên toàn quốc, vui lòng liên hệ nhân viên quầy để được hỗ trợ

👉 Lên lịch cuối tuần này, dẫn mẹ đến CGV xem phim ngay!!

---------------------------
ĐẾM NGÀY XA MẸ
🎬 Đang chiếu tại các rạp trên toàn quốc
🎬 Chi tiết ưu đãi: https://www.cgv.vn/default/newsoffer/cgv-numberone-promo/ 
*Vé miễn phí áp dụng cho khách hàng nữ từ 40 tuổi trở lên

#CGV #CGVCinemasVietnam #CGVMembership #DemNgayXaMe",,2026-03-10T00:13:50.702Z,,PUBLISHED,2026-03-30T00:13:50.702Z,,,,
f48eb5b3-8e56-488a-aa8f-a691582bcd2a,063ce956-10ac-4677-a744-7ad0b829f7a0,Thị trường lấy đi của em bao nhiêu... Grab sẽ trả lại cho em bấy nhiêu! Từng cuốc một 😎,,2026-03-03T00:12:04.870Z,,PUBLISHED,2026-03-30T00:12:04.870Z,,,,
f4a94f08-46ff-4081-b397-62e20f0b1d39,a6f43c21-de9d-4c11-b41d-c22d63b8579f,"Có những công trình không giao cho quân đội, không giao cho công bình thì không ai có thể thực hiện được. #ccnnews #chinhtrivietnam #tinnoichinh #tongbithutolam",,2026-03-11T00:15:44.195Z,,PUBLISHED,2026-03-30T00:15:44.195Z,,,,
f4b33e43-d648-407e-9845-8792ed08a2cf,06339fa5-01b2-495c-8f7d-a40e941ceecf,Ruộng cạnh cao tốc Chí Thạnh - Vân Phong ngập dầu nhớt,,2026-03-01T00:15:04.279Z,,PUBLISHED,2026-03-30T00:15:04.279Z,,,,
